"","Fmulti","B","SSB","SY","SPR0","R","SPR","pSPR"
"1",0,6274.25650418513,2875.37751368139,0,0,15.3930435932514,186.79720461144,Inf
"2",0.1,6269.80330692242,2809.0867940836,80.7718273377176,201.396859423841,15.1606213781602,185.288368069812,0.920016174035125
"3",0.2,6240.21167443601,2736.28598484,156.674106868056,215.867201298522,14.9010262880159,183.63070649977,0.850665156147681
"4",0.3,6189.41246718893,2659.36742377208,227.206418739844,230.171104307143,14.6215288673135,181.880256702643,0.790195872979518
"5",0.4,6120.95053406626,2580.21978357665,292.110910393783,244.27207332378,14.3282948511448,180.078635342328,0.737205170005803
"6",0.5,6038.02881528012,2500.33836140792,351.320745586799,258.14088432314,14.0263241838257,178.260414392187,0.690554752144728
"7",0.6,5943.49758012802,2420.86498282042,404.913896889752,271.751986550414,13.7197204528702,176.451480271522,0.649310728180408
"8",0.7,5839.86683158789,2342.65277804057,453.07503448128,285.085162369272,13.4117558679789,174.671594167155,0.612699702487154
"9",0.8,5729.32264205618,2266.30854403508,496.063065094701,298.12237993507,13.1050866583105,172.933503083547,0.580075548575758
"10",0.9,5613.73585262082,2192.25570979633,534.185225285423,310.853562319349,12.8016502864504,171.247898571067,0.550895724962417
"11",1,5494.69183453991,2120.75767640498,567.775397713511,323.270509877099,12.5029568907798,169.620490171323,0.524701403279282
"12",1.1,5373.51188281056,2051.96029290034,597.177928111225,335.369336080837,12.2100779329303,168.054643399634,0.501103187797486
"13",1.2,5251.28329889912,1985.9186949303,622.735419519064,347.149147396953,11.9237522974917,166.551488607161,0.479769257266001
"14",1.3,5128.88712616333,1922.62160280795,644.779974640912,358.611847604703,11.6444442790286,165.110636174416,0.460416010450433
"15",1.4,5007.01909953672,1862.01124395485,663.626601022438,369.762841931897,11.3723638134214,163.73124132358,0.442800689404415
"16",1.5,4886.23414994517,1803.99527410685,679.571240690897,380.607362814948,11.1076202363599,162.410600625471,0.426714290087014
"17",1.6,4766.9488310231,1748.46193009828,692.886807086875,391.153942823799,10.8501371720617,161.146527677128,0.411977255077086
"18",1.7,4649.47904887012,1695.28640809274,703.824114839322,401.411285013939,10.5997750862322,159.936073577138,0.398434422618646
"19",1.8,4534.04373894326,1644.33841017408,712.610327639047,411.39029389366,10.3562833907979,158.776884343968,0.385951945635865
"20",1.9,4420.8193149628,1595.48584745043,719.454814867223,421.09845103838,10.1194896758002,157.664654895186,0.374412811318595
"21",2,4309.88849314507,1548.59953564879,724.54180955128,430.548703026251,9.88903055747302,156.597709618617,0.363716598187196
"22",2.1,4201.32844821703,1503.55473469089,728.042352851202,439.748807948065,9.66469141765958,155.571933930923,0.353774543828431
"23",2.2,4095.13553993054,1460.23162287065,730.103575214893,448.712433866964,9.44606710751988,154.586200399548,0.344510623579869
"24",2.3,3991.32483768953,1418.51839837275,730.863987849581,457.447212296243,9.23293467043833,153.636784944933,0.335856861327724
"25",2.4,3889.86641880141,1378.3096622293,730.444373268894,465.963660072692,9.02498067232376,152.721619277929,0.327754355895703
"26",2.5,3790.72090779884,1339.50748639566,728.953851622863,474.271247848723,8.82192410905943,151.838473085491,0.320151124012312
"27",2.6,3693.83820662724,1302.02114385696,726.490385945144,482.379057301416,8.62349727723578,150.985279173686,0.31300131481318
"28",2.7,3599.17269547202,1265.768071416,723.144212485502,490.294395863564,8.42948825789876,150.159539071654,0.306264033075833
"29",2.8,3506.63863798957,1230.66887889832,718.990246191235,498.028216035482,8.23957773537776,149.36067337702,0.299904038702856
"30",2.9,3416.18259146601,1196.65374325302,714.101965897367,505.586991138269,8.0535845027172,148.586476350906,0.293889041757941
"31",3,3327.73837016876,1163.6576120005,708.543825335088,512.978118502985,7.87130217187082,147.835464398634,0.288190585653165
"32",3.1,3241.23980733861,1131.62083497697,702.374133445515,520.208584980854,7.69253942164571,147.106276997781,0.2827832551114
"33",3.2,3156.62100288497,1100.48864944699,695.645619618926,527.285050928417,7.51711730148284,146.397695460986,0.277644312508416
"34",3.3,3073.82184489385,1070.21146718995,688.407069305485,534.213339333263,7.34488426831233,145.708418008315,0.272753237854692
"35",3.4,2992.76405226597,1040.74084771544,680.698681283188,541.001080899736,7.17563694509784,145.038113783953,0.268092096124357
"36",3.5,2913.41353153824,1012.03846310506,672.565781844237,547.651072059071,7.00931812968792,144.384723931788,0.263643643367531
"37",3.6,2835.70053977222,984.063700253394,664.042164765131,554.169884462605,6.84575951662759,143.7479213027,0.259393239028312
"38",3.7,2759.57245454103,956.78126581248,655.161695528578,560.562230302516,6.6848496336899,143.126819336452,0.255327261808579
"39",3.8,2684.97371363215,930.157743281872,645.954269866093,566.83312275946,6.52646912972513,142.520821717431,0.251433474853428
"40",3.9,2611.8574014941,904.163298352221,636.448713225313,572.986677190381,6.37052622463333,141.929138421255,0.247700590731358
"41",4,2540.17664375846,878.769981630946,626.671103788164,579.027025182018,6.2169292494675,141.351131140219,0.244118365797841
"42",4.1,2469.88692295761,853.95190210845,616.645523717366,584.958077726158,6.06559347980354,140.7862074753,0.240677431146113
"43",4.2,2400.94596020629,829.685019141925,606.394244412208,590.783541634721,5.91644044088342,140.233815827619,0.23736919860629
"44",4.3,2333.31358912256,805.946955399827,595.937889745152,596.506934501558,5.76939727258513,139.693440635386,0.234185778162183
"45",4.4,2266.95162888057,782.716829792968,585.295580802224,602.131598075653,5.6243961584809,139.164597894252,0.231119905248299
"46",4.5,2201.81775422389,759.973839287736,574.483544741745,607.661313805157,5.48135587763642,138.647053074656,0.228165015486098
"47",4.6,2137.87469540925,737.69901199743,563.517527560411,613.099369195283,5.34020941436374,138.140465056149,0.225314968497624
"48",4.7,2075.10873597703,715.879251840071,552.417767959704,618.446716529461,5.20095853506764,137.643714521704,0.222563578789972
"49",4.8,2013.47863098168,694.49627523117,541.196058506315,623.707088254467,5.0635216847684,137.156769234402,0.219905740719181
"50",4.9,1952.94288387579,673.532171105355,529.862657508021,628.884241951687,4.92781577054615,136.679657370939,0.217336750157335
"51",5,1893.47880168443,652.973724951461,518.431465182623,633.980072254184,4.79381216938858,136.211787587569,0.214851844007105
"52",5.1,1835.05969717178,632.807348364822,506.914200914558,638.996882712475,4.66146916591717,135.752769318236,0.212446684781903
"53",5.2,1777.6532955538,613.018560784081,495.319981200564,643.937533454535,4.53072752185547,135.302455913975,0.210117362142438
"54",5.3,1721.24256180563,593.596868810856,483.661040065109,648.803384734277,4.40157151678412,134.860212209968,0.207859908537932
"55",5.4,1665.790989706,574.527478121472,471.94334279224,653.597715097548,4.27392740132676,134.426120093458,0.205671037380226
"56",5.5,1611.27633300681,555.79929748806,460.175842924287,658.322397094872,4.14776211131836,133.999800994228,0.203547382840929
"57",5.6,1557.67351507752,537.400843493474,448.365879786245,662.979579467108,4.02303329965935,133.581008026699,0.201485855920434
"58",5.7,1504.95806221639,519.321036694835,436.520166662161,667.571347924844,3.89969941188988,133.169504067792,0.199483552554721
"59",5.8,1453.10281979787,501.548337142029,424.643895737427,672.100044785598,3.77771020703862,132.765169813064,0.197537808311584
"60",5.9,1402.09755586219,484.075793717675,412.746425523499,676.566356340555,3.65706353929419,132.367345690445,0.195645769923293
"61",6,1351.90845479375,466.890589437814,400.829682172305,680.973264266759,3.53768809578901,131.976188062923,0.193805241685999
"62",6.1,1302.52258339023,449.985533267418,388.901008036331,685.321708578311,3.41957214331058,131.591179951471,0.192013733556543
"63",6.2,1253.90193987168,433.34695259397,376.95980239932,689.615062907252,3.30263075716199,131.212655745492,0.190269416668962
"64",6.3,1206.03995479379,416.969723878905,365.014150595769,693.85363714061,3.18686895991976,130.839933841963,0.188569932963323
"65",6.4,1158.91573407517,400.845100144456,353.067427357025,698.0391299925,3.07224964396999,130.472828251835,0.186913344318157
"66",6.5,1112.49606207713,384.96104476718,341.118770901048,702.17443053579,2.95869952031547,130.111571696924,0.185298077000102
"67",6.6,1066.78295126605,369.315428408599,329.177485702603,706.259003250258,2.84624601019622,129.755273116092,0.183721938437526
"68",6.7,1021.73493392279,353.89413826388,317.239252365475,710.296528385435,2.73479071208596,129.404468393103,0.182183726404029
"69",6.8,977.352443771308,338.694967221362,305.312101885657,714.286616796711,2.62435511157811,129.058360176605,0.180681475953421
"70",6.9,933.605547042593,323.70723899789,293.394367026502,718.23182208069,2.51487271140481,128.71714641059,0.179213928502501
"71",7,890.476528160766,308.92383723086,281.487732959862,722.133509979058,2.40631153481068,128.380649289106,0.177779659183561
"72",7.1,847.95469652153,294.339830053238,269.595739494851,725.992363239434,2.29865918472556,128.048486704383,0.176377181342543
"73",7.2,806.008543582759,279.944256601082,257.715032477525,729.811081665838,2.19184285608367,127.720952176873,0.175005498526197
"74",7.3,764.631183472176,265.733501298307,245.849677375866,733.589977022452,2.08585992813601,127.397577236058,0.173663192282355
"75",7.4,723.807301376986,251.701587736551,234.000799156065,737.330178033481,1.98068300737905,127.078177981451,0.172349080191426
"76",7.5,683.515760597028,237.840853939713,222.167355012982,741.033378316892,1.87626743265592,126.762768356023,0.171062157340253
"77",7.6,643.747710619071,224.147455635229,210.351972376419,744.700080790928,1.7726033351364,126.450995094163,0.16980123724421
"78",7.7,604.48262510809,210.614060529554,198.553247657231,748.331922061581,1.66964678061686,126.14288421635,0.168565419297948
"79",7.8,565.696415741859,197.232233996859,186.768313693465,751.930886575514,1.56734307959721,125.838584139183,0.16735392359301
"80",7.9,527.396713785598,184.003548942687,175.004468275022,755.495882810178,1.46572831240104,125.537282309343,0.166165408926371
"81",8,489.553869801749,170.917976809397,163.25655997076,759.029439469341,1.36473085714307,125.239328996486,0.164999303695051
"82",8.1,452.155171547556,157.970833663833,151.524759070696,762.532444720258,1.26432735562363,124.944566738346,0.163854754775953
"83",8.2,415.177455777931,145.154115046042,139.805527636875,766.00680510827,1.16446389652831,124.653169135427,0.162731151086586
"84",8.3,378.630539173935,132.470537608352,128.106181012032,769.451227028274,1.0651811795226,124.364324262398,0.161627299942987
"85",8.4,342.485800020128,119.910448865672,116.420974390925,772.868154294076,0.966408734790712,124.078399282722,0.160542776401563
"86",8.5,306.727213713045,107.46825787603,104.748162754252,776.258811588964,0.868111953841306,123.795389984545,0.159476952965135
"87",8.6,271.3585259918,95.1449802622471,93.0925696570487,779.62250549166,0.770312921643533,123.514714071324,0.158428871923638
"88",8.7,236.352307449431,82.9313404182776,81.448237206858,782.961577700609,0.672943345305686,123.236734558399,0.157398189219347
"89",8.8,201.704095878519,70.8257250053232,69.8168814767963,786.276141265457,0.576000880405337,122.961140190415,0.156384168025902
"90",8.9,167.397445952731,58.8225338504625,58.1959532726087,789.567479210297,0.47944819222232,122.687987575489,0.155386323279421
"91",9,133.418641372347,46.9170841197701,46.583676526342,792.836613934661,0.383255460005164,122.417262154955,0.154404148349592
"92",9.1,99.7811405031108,35.1140903859077,34.9876396899431,796.081927124059,0.287471285508612,122.148166290006,0.153436677970169
"93",9.2,66.4386632132625,23.3977233175606,23.3944280559898,799.307620105265,0.191970828396787,121.881660421861,0.152484046637526
"94",9.3,33.4063055578321,11.7733486327457,11.8119696712002,802.511924175809,0.0968068292280561,121.616922345532,0.151545315006296
"95",9.4,0.656005006067968,0.231365037012985,0.232906166526252,805.697277256586,0.00190652375370062,121.354395172837,0.150620336692772
"96",9.5,0.0261676691872129,0.00918449310128379,0.00932569399298778,805.758611761297,7.64216911949503e-05,120.181756745664,0.149153549203726
"97",9.6,0.0240205607771039,0.00838946701085525,0.00859249828379403,805.758815636351,7.0494175907095e-05,119.009363580785,0.147698493980232
"98",9.7,0.0275709341614108,0.0095823546148161,0.00989893908847923,805.758461612164,8.13065284930056e-05,117.854676523798,0.146265515211585
"99",9.8,0.0154129530568623,0.00533072240894318,0.00555399015616991,805.759650760374,4.56718592484222e-05,116.71787609845,0.144854456274034
"100",9.9,0.0193190320848698,0.0066492447346342,0.00698663821078903,805.759262097935,5.75205867151116e-05,115.597651455932,0.143464254019189
"101",10,0.0272239249465687,0.00932464867658534,0.00988050900300698,805.75847651841,8.14422838706703e-05,114.493948762449,0.142094625249447
